Log file open, 03/22/15 12:51:25
LogInit:Display: Running engine for game: try_2
LogInit: Version: 4.7.3-2479750+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Mar 15 2015 23:20:45
LogInit: Compiled with Visual C++: 18.00.21005.01
LogInit: Build Configuration: Development
LogInit: Branch Name: ++depot+UE4-Releases+4.7
LogInit: Command line: 
LogInit: Base directory: C:/Program Files/Epic Games/4.7/Engine/Binaries/Win64/
LogInit: Rocket: 1
[2015.03.22-12.51.25:234][  0]LogTaskGraph: Started task graph with 3 named threads and 6 total threads.
[2015.03.22-12.51.28:555][  0]LogDerivedDataCache:Display: Loaded Boot cache: C:/Users/TMoynihan/AppData/Local/UnrealEngine/4.7/DerivedDataCache/Boot.ddc
[2015.03.22-12.51.28:555][  0]LogDerivedDataCache: FDerivedDataBackendGraph:  Pak pak cache file ../../../../../../Users/TMoynihan/Documents/GitHub/GameJam/try_2/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2015.03.22-12.51.28:555][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchical cache Hierarchy.
[2015.03.22-12.51.28:673][  0]LogDerivedDataCache:Display: Pak cache opened for reading ../../../Engine/DerivedDataCache/Compressed.ddp.
[2015.03.22-12.51.28:684][  0]LogDerivedDataCache: Using Local data cache path C:/Users/TMoynihan/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2015.03.22-12.51.28:963][  0]LogMeshUtilities: No automatic mesh reduction module available
[2015.03.22-12.51.28:963][  0]LogMeshUtilities: No automatic mesh merging module available
[2015.03.22-12.51.29:299][  0]LogInit: WinSock: version 1.1 (2.2), MaxSocks=32767, MaxUdp=65467
[2015.03.22-12.51.29:371][  0]LogSlate:Warning: Failed to load font data from '../../../Engine/Content/Slate/Fonts/Roboto-Italic.ttf'
[2015.03.22-12.51.30:991][  0]UdpMessaging: Initializing bridge on interface 0.0.0.0:0 to multicast group 230.0.0.1:6666.
[2015.03.22-12.51.31:190][  0]SourceControl: Info Source control is disabled
[2015.03.22-12.51.31:190][  0]SourceControl: Info Source control is disabled
[2015.03.22-12.51.31:190][  0]SourceControl: Info Source control is disabled
[2015.03.22-12.51.31:190][  0]LogSourceControl: RunCommandInternalRaw: 'git version'
[2015.03.22-12.51.31:190][  0]LogSourceControl: RunCommandInternalRaw: ExecProcess ReturnCode=2 OutResults=''
[2015.03.22-12.51.31:198][  0]SourceControl: Info Source control is disabled
[2015.03.22-12.51.31:392][  0]LogObj: 24231 objects as part of root set at end of initial load.
[2015.03.22-12.51.31:392][  0]LogUObjectAllocator: 5136440 out of 0 bytes used by permanent object pool.
[2015.03.22-12.51.31:469][  0]LogEngine: Initializing Engine...
[2015.03.22-12.51.33:658][  0]LogInit: XAudio2 using 'Headphone (VIA HD Audio)' : 2 channels at 48 kHz using 32 bits per sample (channel mask 0x3)
[2015.03.22-12.51.33:672][  0]LogInit: FAudioDevice initialized.
[2015.03.22-12.51.33:707][  0]LogAIModule: Creating AISystem for world NewWorld
[2015.03.22-12.51.33:727][  0]LogDerivedDataCache: Saved boot cache 0.02s 39MB C:/Users/TMoynihan/AppData/Local/UnrealEngine/4.7/DerivedDataCache/Boot.ddc.
[2015.03.22-12.51.33:729][  0]LogInit: Texture streaming: Enabled
[2015.03.22-12.51.33:820][  0]LogAnalytics: Creating configured Analytics provider AnalyticsET
[2015.03.22-12.51.33:820][  0]LogAnalytics: ET APIKey = Rocket.Release. APIServer = http://et2.epicgames.com/ET2/. AppVersion = 4.7.3-2479750+++depot+UE4-Releases+4.7
[2015.03.22-12.51.33:820][  0]LogAnalytics: ET APIKey = Rocket.Release. DataRouterUploadURL = https://datarouter-public-service-gamedev.ol.epicgames.net/datarouter/api/v1/public/data. AppVersion = 4.7.3-2479750+++depot+UE4-Releases+4.7
[2015.03.22-12.51.33:820][  0]LogAnalytics: SetUserId a1543e6e4b44b1180d87dca38229f528|f29681344a31429fb7499e9e1133047a|a291f7dc-b741-4b66-bec7-16f532d7f59b
[2015.03.22-12.51.33:820][  0]LogAnalytics: AnalyticsET::StartSession [Rocket.Release]
[2015.03.22-12.51.33:841][  0]LogInit: Transaction tracking system initialized
[2015.03.22-12.51.34:010][  0]BlueprintLog: New page: Editor Load
[2015.03.22-12.51.34:042][  0]LogAssetRegistry: FAssetRegistry took 0.0094 seconds to start up
[2015.03.22-12.51.34:042][  0]LogDirectoryWatcher:Warning: Failed to begin reading directory changes for ../../../Engine/Plugins/Experimental/CharacterAI/Content/. Error: 0
[2015.03.22-12.51.34:552][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2015.03.22-12.51.34:918][  0]LogTargetPlatformManager:Display: Building Assets For Windows
[2015.03.22-12.51.35:173][  0]LogSlate:Warning: Failed to load font data from '../../../Engine/Content/Editor/Slate/Fonts/Roboto-Regular.ttf'
[2015.03.22-12.51.35:173][  0]LogSlate:Warning: Failed to load font data from '../../../Engine/Content/Editor/Slate/Fonts/Roboto-Bold.ttf'
[2015.03.22-12.51.35:180][  0]LogConsoleResponse:Display: 
[2015.03.22-12.51.35:303][  0]LogCook:Display: Done creating registry. It took  0.00s.
[2015.03.22-12.51.35:447][  0]SourceControl: Info Source control is disabled
[2015.03.22-12.51.35:447][  0]Cmd: MAP LOAD FILE="../../../../../../Users/TMoynihan/Documents/GitHub/GameJam/try_2/Content/Maps/Levelone.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=3
[2015.03.22-12.51.35:448][  0]LightingResults: New page: Lighting Build
[2015.03.22-12.51.35:459][  0]MapCheck: New page: Map Check
[2015.03.22-12.51.35:459][  0]LightingResults: New page: Lighting Build
[2015.03.22-12.51.35:466][  0]LogParticles: Destroying 0 GPU particle simulations for FXSystem 0x0000000013EAA980
[2015.03.22-12.51.37:487][  0]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2015.03.22-12.51.37:490][  0]LogAIModule: Creating AISystem for world Levelone
[2015.03.22-12.51.37:490][  0]Cmd: MAP CHECKDEP
[2015.03.22-12.51.37:490][  0]MapCheck: New page: Levelone - 22 Mar 2015 12:51:37
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning Audio AudioComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_1.Audio : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning Audio AudioComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_4.Audio : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning Audio AudioComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_5.Audio : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning PaperFlipbook PaperFlipbookComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_1.PaperFlipbook : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning PaperFlipbook PaperFlipbookComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_4.PaperFlipbook : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning PaperFlipbook PaperFlipbookComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_5.PaperFlipbook : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning PaperSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_1.PaperSprite : Externally referenced 
[2015.03.22-12.51.37:701][  0]MapCheck:Warning: Warning PaperSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_4.PaperSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning PaperSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_5.PaperSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning BugSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_1.BugSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning BugSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_4.BugSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning BugSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bug_C_5.BugSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning Audio AudioComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bird_C_0.Audio : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning Audio AudioComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bird2.Audio : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning PaperSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bird_C_0.PaperSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning PaperSprite1 PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bird_C_0.PaperSprite1 : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning PaperSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bird2.PaperSprite : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning PaperSprite1 PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Bird2.PaperSprite1 : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.hollow_log_Sprite_105.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.hollow_log_Sprite3_130.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:702][  0]MapCheck:Warning: Warning PaperSprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Log_97.PaperSprite : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning Log_Sprite PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.Log_97.Log_Sprite : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning AudioComponent0 AudioComponent /Game/Maps/Levelone.Levelone:PersistentLevel.music_2.AudioComponent0 : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.background_Sprite2.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.background_Sprite3.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.background_Sprite4.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.background_Sprite_5.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite2_17.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite3.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite4.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite5_28.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite6.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:703][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite7.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite8.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite9.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_1_Sprite_6.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_2_Sprite2_96.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_2_Sprite3_14.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_2_Sprite4_22.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_2_Sprite_90.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite2_81.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite3_93.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite4_10.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite5.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite6_25.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:704][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite7_35.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite8.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.branch_3_Sprite_75.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.edgeofplainstile_Sprite2_26.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.edgeofplainstile_Sprite_2.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite10.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite11.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite12.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite13.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite14.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite15.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite16.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:705][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite17.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite18.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite19.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite2.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite20_127.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite21.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite22.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite23.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite3.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite4.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite5.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite6.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite7.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:706][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite8.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite9.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_1_Sprite_35.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.grass_tuft_Sprite_51.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.hollow_log_Sprite2_122.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite10.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite11.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite12.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite13.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite14.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite15.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite16.RenderComponent : Externally referenced 
[2015.03.22-12.51.37:707][  0]MapCheck:Warning: Warning RenderComponent PaperSpriteComponent /Game/Maps/Levelone.Levelone:PersistentLevel.plainstile_Sprite17.RenderComponent : Externally referenced 
